Date,Open,High,Low,Close,Adj Close,Volume
2016-01-14,531.924988,540.500000,526.525024,530.825012,508.324341,12719826
2016-01-15,534.875000,544.750000,532.799988,536.650024,513.902466,13151450
2016-01-18,537.500000,541.974976,504.049988,508.424988,486.873810,12459918
2016-01-19,514.500000,524.900024,507.049988,521.799988,499.681915,9824192
2016-01-20,517.450012,517.450012,495.000000,502.274994,480.984528,20624706
2016-01-21,508.774994,512.875000,488.350006,492.100006,471.240845,14523544
2016-01-22,497.024994,505.500000,497.024994,502.075012,480.793030,10826910
2016-01-25,505.000000,509.375000,500.000000,501.975006,480.697266,5988680
2016-01-27,504.049988,505.000000,498.475006,499.674988,478.494751,7886590
2016-01-28,500.500000,510.899994,498.549988,508.450012,486.897797,10548946
2016-01-29,509.475006,520.000000,509.000000,517.700012,495.755707,8767154
2016-02-01,519.974976,520.900024,512.775024,515.150024,493.313812,4534546
2016-02-02,515.150024,516.400024,495.250000,500.575012,479.356567,6752932
2016-02-03,494.000000,497.000000,487.500000,490.700012,469.900208,7173616
2016-02-04,494.000000,500.500000,482.850006,486.524994,465.902161,8322158
2016-02-05,489.549988,491.000000,480.700012,485.450012,464.872711,9599764
2016-02-08,485.549988,492.399994,478.975006,480.524994,460.156433,5521706
2016-02-09,476.450012,484.399994,475.000000,478.750000,458.456726,8962058
2016-02-10,475.850006,486.500000,474.325012,481.325012,460.922607,7718500
2016-02-11,481.424988,482.975006,457.750000,462.274994,442.680023,7824326
2016-02-12,466.950012,466.950012,444.049988,453.274994,434.061554,13403870
2016-02-15,459.000000,475.674988,459.000000,473.375000,453.309509,8815778
2016-02-16,475.549988,479.000000,463.500000,465.274994,445.552887,5954526
2016-02-17,467.549988,478.725006,458.200012,476.299988,456.110535,7059664
2016-02-18,481.475006,484.350006,468.000000,470.049988,450.125458,6598322
2016-02-19,470.000000,476.375000,468.674988,472.174988,452.160431,4679328
2016-02-22,472.049988,484.149994,472.049988,481.149994,460.755005,5838396
2016-02-23,481.549988,483.600006,471.375000,474.825012,454.698120,8681492
2016-02-24,472.450012,479.274994,471.000000,476.325012,456.134521,6942622
2016-02-25,477.100006,478.274994,470.424988,472.049988,452.040710,11350050
2016-02-26,476.500000,479.375000,472.149994,475.174988,455.033234,3817066
2016-02-29,475.649994,497.299988,467.500000,483.325012,462.837799,14186948
2016-03-01,482.350006,492.524994,482.325012,490.649994,469.852295,7521846
2016-03-02,496.450012,502.875000,493.625000,500.750000,479.524170,9191772
2016-03-03,505.000000,509.000000,498.750000,506.424988,484.958618,7260012
2016-03-04,507.000000,507.500000,501.750000,503.200012,481.870361,4108856
2016-03-08,503.750000,515.450012,503.750000,513.500000,491.733734,6045108
2016-03-09,510.000000,521.950012,509.299988,520.849976,498.772247,5419662
2016-03-10,521.025024,522.950012,504.500000,505.875000,484.431915,9466248
2016-03-11,507.450012,514.775024,505.299988,507.250000,485.748657,7003352
2016-03-14,509.549988,513.200012,506.475006,509.875000,488.262360,5431180
2016-03-15,512.000000,513.924988,507.549988,510.250000,488.621521,4794664
2016-03-16,510.500000,512.900024,502.725006,510.875000,489.220001,5058148
2016-03-17,513.500000,518.450012,506.000000,508.000000,496.674988,7695480
2016-03-18,509.125000,515.075012,507.850006,513.599976,502.150146,6414492
2016-03-21,513.974976,520.750000,511.375000,518.650024,507.087616,5809704
2016-03-22,518.500000,526.125000,517.825012,523.924988,512.244995,7009934
2016-03-23,523.450012,523.450012,511.200012,514.599976,503.127899,7683308
2016-03-28,515.000000,515.849976,507.825012,510.200012,498.825989,8261106
2016-03-29,511.899994,521.000000,510.100006,518.125000,506.574310,7255802
2016-03-30,521.349976,525.875000,521.349976,523.525024,511.853973,6607560
2016-03-31,520.500000,528.000000,516.349976,522.599976,510.949524,14095970
2016-04-01,519.549988,523.150024,512.500000,517.224976,505.694366,5660230
2016-04-04,520.000000,521.099976,512.650024,517.525024,505.987671,3946520
2016-04-05,515.674988,521.200012,511.100006,513.474976,502.027924,4690296
2016-04-06,516.049988,518.349976,511.299988,516.875000,505.352142,3195950
2016-04-07,517.450012,524.000000,511.049988,518.625000,507.063141,4018110
2016-04-08,517.950012,527.224976,515.599976,518.174988,506.623169,6131402
2016-04-11,518.500000,522.750000,516.500000,520.150024,508.554169,4712636
2016-04-12,520.150024,528.724976,519.025024,523.700012,512.025024,5104198
2016-04-13,526.275024,534.950012,526.275024,533.025024,521.142151,7332282
2016-04-18,532.900024,533.400024,527.700012,532.375000,520.506653,8716204
2016-04-20,534.599976,534.599976,517.900024,518.650024,507.087616,9914994
2016-04-21,520.700012,526.000000,517.500000,520.575012,508.969666,5202872
2016-04-22,519.500000,523.750000,514.650024,519.474976,507.894165,5351172
2016-04-25,522.224976,522.224976,506.149994,508.450012,497.114990,27959172
2016-04-26,507.700012,511.950012,503.750000,508.475006,497.139404,12082558
2016-04-27,508.950012,512.974976,508.000000,509.700012,498.337158,6630120
2016-04-28,507.000000,509.600006,495.475006,498.350006,487.240173,28321014
2016-04-29,496.725006,499.274994,489.424988,491.350006,480.396210,10734120
2016-05-02,489.500000,496.200012,489.000000,493.475006,482.473846,4855506
2016-05-03,494.000000,497.475006,486.375000,487.899994,477.023102,8033248
2016-05-04,487.024994,491.850006,486.500000,489.049988,478.147461,6192906
2016-05-05,490.000000,491.725006,485.450012,487.625000,476.754272,9904822
2016-05-06,486.500000,488.399994,483.500000,484.475006,473.674469,6742440
2016-05-09,487.500000,493.000000,486.399994,491.549988,480.591766,7016176
2016-05-10,491.549988,492.350006,489.000000,491.274994,480.322815,3313680
2016-05-11,485.899994,490.375000,485.000000,487.700012,476.827606,5641398
2016-05-12,488.000000,497.100006,487.524994,496.399994,485.333588,5845428
2016-05-13,494.475006,495.274994,487.500000,489.075012,478.171906,6696706
2016-05-16,488.500000,491.250000,485.549988,487.975006,477.096436,4264144
2016-05-17,490.125000,491.549988,483.174988,484.575012,473.772278,5558046
2016-05-18,482.950012,486.250000,482.049988,485.274994,474.456635,3761948
2016-05-19,485.850006,485.950012,472.799988,475.600006,464.997314,4176116
2016-05-20,476.000000,477.250000,465.674988,467.100006,456.686829,8477976
2016-05-23,468.674988,470.350006,462.825012,465.000000,454.633606,8396196
2016-05-24,464.024994,472.000000,464.024994,470.225006,459.742157,5615474
2016-05-25,474.924988,476.399994,470.575012,475.600006,464.997314,4224270
2016-05-26,475.000000,476.200012,472.049988,473.424988,462.870789,6487202
2016-05-27,474.524994,488.450012,474.375000,487.350006,476.485382,6126758
2016-05-30,488.200012,490.750000,482.500000,484.350006,473.552277,4404182
2016-05-31,484.500000,486.500000,478.250000,478.924988,468.248169,10666938
2016-06-01,478.975006,483.049988,475.899994,476.799988,466.170563,4134068
2016-06-02,477.250000,478.575012,472.549988,478.125000,467.466034,4687704
2016-06-03,480.000000,481.450012,477.924988,479.825012,469.128143,3951424
2016-06-06,480.500000,481.500000,476.274994,477.399994,466.757202,3964932
2016-06-07,478.625000,480.475006,475.799988,477.524994,466.879395,8665254
2016-06-08,479.000000,479.000000,474.575012,477.049988,466.414978,5547950
2016-06-09,480.000000,488.225006,478.100006,485.575012,474.749939,7151680
2016-06-10,487.000000,492.200012,484.149994,488.350006,477.463104,7459474
2016-06-13,484.950012,491.725006,481.524994,490.549988,479.614014,4669712
2016-06-14,490.475006,492.700012,484.649994,488.125000,477.243103,4994016
2016-06-15,490.000000,493.250000,486.875000,492.299988,481.325012,5087842
2016-06-16,490.500000,491.825012,483.524994,488.149994,477.267517,4284658
2016-06-17,488.500000,489.325012,485.049988,487.450012,476.583160,4816192
2016-06-20,486.075012,496.299988,484.000000,495.100006,484.062622,4918474
2016-06-21,497.049988,497.075012,489.850006,493.549988,482.547150,6369730
2016-06-22,492.500000,492.950012,488.549988,490.250000,479.320740,5846568
2016-06-23,489.975006,491.000000,485.000000,490.225006,479.296295,4497386
2016-06-24,482.450012,482.450012,466.700012,475.725006,465.119568,11422346
2016-06-27,470.250000,479.200012,470.250000,477.825012,467.172760,4189198
2016-06-28,478.200012,480.774994,477.500000,478.899994,468.223755,3476740
2016-06-29,481.000000,484.475006,480.000000,483.450012,472.672333,3439714
2016-06-30,486.000000,488.750000,483.524994,484.575012,473.772278,5832658
2016-07-01,486.375000,488.399994,485.000000,486.725006,475.874329,3021958
2016-07-04,487.750000,496.799988,487.750000,493.350006,482.351624,3567500
2016-07-05,493.049988,501.450012,490.149994,496.549988,485.480286,5193356
2016-07-07,496.250000,500.250000,493.075012,493.950012,482.938263,5499296
2016-07-08,493.500000,494.500000,488.174988,489.200012,478.294128,3264450
2016-07-11,495.500000,497.475006,492.750000,496.250000,485.186981,3779212
2016-07-12,497.625000,502.500000,495.500000,501.700012,490.515472,4465370
2016-07-13,502.600006,508.350006,502.075012,504.375000,493.130859,6818772
2016-07-14,504.049988,507.049988,499.125000,502.450012,491.248779,4918366
2016-07-15,504.500000,510.500000,501.750000,506.100006,494.817352,6397124
2016-07-18,514.000000,519.375000,500.875000,503.125000,491.908691,14678172
2016-07-19,503.000000,511.475006,497.649994,508.899994,497.554932,7611500
2016-07-20,509.975006,514.150024,508.274994,511.500000,500.096954,5607290
2016-07-21,512.000000,512.500000,502.500000,503.174988,491.957581,3068088
2016-07-22,503.000000,508.899994,502.549988,507.424988,496.112854,3154228
2016-07-25,507.000000,511.875000,503.674988,511.375000,499.974792,3767768
2016-07-26,511.500000,517.400024,507.600006,512.025024,500.610352,4807744
2016-07-27,511.524994,513.000000,504.475006,506.549988,495.257355,5042896
2016-07-28,507.475006,515.250000,506.524994,513.174988,501.734650,7136750
2016-07-29,512.000000,512.450012,506.000000,507.450012,496.137299,4402328
2016-08-01,509.000000,510.149994,502.524994,504.750000,493.497467,3647388
2016-08-02,504.000000,510.000000,503.149994,506.399994,495.110657,3524816
2016-08-03,507.200012,507.200012,495.750000,496.975006,485.895844,5427608
2016-08-04,499.500000,500.000000,491.700012,496.500000,485.431396,4657432
2016-08-05,499.000000,509.500000,498.524994,508.125000,496.797241,5535828
2016-08-08,509.950012,517.000000,509.325012,514.625000,503.152344,6197506
2016-08-09,513.500000,517.250000,510.500000,515.349976,503.861176,6076092
2016-08-10,515.625000,517.275024,501.000000,501.825012,490.637695,6158926
2016-08-11,500.975006,511.424988,499.799988,507.049988,495.746185,6477798
2016-08-12,508.500000,521.450012,508.500000,517.900024,506.354340,7481722
2016-08-16,518.125000,522.400024,507.750000,512.450012,501.025818,6111206
2016-08-17,512.049988,514.400024,503.600006,506.649994,495.355103,7079940
2016-08-18,508.000000,511.825012,508.000000,509.024994,497.677185,3542898
2016-08-19,509.000000,511.000000,503.549988,507.450012,496.137299,3738616
2016-08-22,506.000000,509.850006,503.600006,505.924988,494.646271,3055808
2016-08-23,506.000000,507.500000,502.500000,505.225006,493.961853,3346656
2016-08-24,505.850006,510.975006,505.500000,510.250000,498.874878,3986306
2016-08-25,510.600006,514.500000,504.500000,506.350006,495.061829,6839550
2016-08-26,508.950012,515.400024,507.299988,513.950012,502.492371,4406930
2016-08-29,513.625000,529.875000,513.049988,528.724976,516.937988,7402990
2016-08-30,531.000000,534.250000,526.500000,533.200012,521.313293,8307044
2016-08-31,532.450012,537.000000,523.500000,530.000000,518.184631,10649920
2016-09-01,526.500000,536.375000,512.849976,514.599976,503.127899,19484908
2016-09-02,515.549988,516.275024,501.149994,506.674988,495.379578,12857628
2016-09-06,509.950012,512.500000,507.500000,509.950012,498.581543,5262182
2016-09-07,511.000000,513.525024,506.524994,508.825012,497.481628,5909990
2016-09-08,511.524994,517.974976,510.100006,516.700012,505.181091,5580392
2016-09-09,517.500000,524.950012,515.000000,522.275024,510.631836,6980882
2016-09-12,515.200012,528.000000,514.575012,523.250000,511.584991,15399600
2016-09-14,524.000000,529.500000,520.450012,522.375000,510.729553,8505508
2016-09-15,523.500000,535.099976,523.500000,532.500000,520.628845,14341770
2016-09-16,533.500000,546.924988,529.549988,537.775024,525.786194,17977852
2016-09-19,536.275024,544.000000,535.500000,541.200012,529.134827,7624648
2016-09-20,542.000000,542.375000,534.525024,537.099976,525.126282,5271708
2016-09-21,537.000000,542.450012,534.500000,536.125000,524.173035,5002952
2016-09-22,541.500000,547.900024,539.500000,544.474976,532.336914,8577088
2016-09-23,544.500000,554.724976,544.500000,551.400024,539.107544,14211450
2016-09-26,551.700012,564.775024,550.125000,553.599976,541.258423,17469886
2016-09-27,558.500000,562.974976,553.299988,555.250000,542.871643,8857386
2016-09-28,553.950012,554.000000,543.150024,545.325012,533.167969,11346976
2016-09-29,547.500000,555.375000,533.700012,536.224976,524.270752,9719492
2016-09-30,534.000000,547.275024,533.150024,541.849976,529.770386,5120210
2016-10-03,543.500000,553.974976,538.125000,545.349976,533.192383,8286218
2016-10-04,546.525024,554.150024,546.000000,548.174988,535.954346,5995088
2016-10-05,552.000000,553.250000,542.900024,544.700012,532.556885,4932794
2016-10-06,546.000000,563.125000,546.000000,555.400024,543.018372,9651260
2016-10-07,557.000000,561.525024,553.250000,554.500000,542.138428,6985676
2016-10-10,557.000000,561.000000,547.000000,548.174988,535.954346,5281946
2016-10-13,544.500000,544.525024,526.000000,528.575012,516.791321,10029334
2016-10-14,531.500000,541.000000,530.825012,538.825012,526.812805,6978946
2016-10-17,540.000000,540.400024,529.375000,530.325012,518.502319,4492474
2016-10-18,533.000000,541.375000,531.025024,540.549988,528.499390,5062266
2016-10-19,542.224976,547.349976,540.700012,543.674988,531.554749,7805312
2016-10-20,546.974976,549.000000,542.025024,543.775024,531.652527,4629042
2016-10-21,548.500000,548.500000,529.200012,532.099976,520.237671,19936484
2016-10-24,535.000000,537.000000,530.325012,531.650024,519.797791,4806198
2016-10-25,532.500000,532.625000,527.099976,530.424988,518.600098,3501422
2016-10-26,528.025024,529.724976,526.049988,527.025024,515.275940,5004110
2016-10-27,525.549988,526.950012,521.700012,524.349976,512.660522,5871148
2016-10-28,525.000000,529.000000,521.900024,527.474976,515.715881,3715834
2016-11-01,525.650024,527.974976,523.700012,525.500000,513.784851,4674022
2016-11-02,520.500000,521.424988,510.500000,511.875000,500.463623,3218450
2016-11-03,511.924988,517.375000,510.299988,511.975006,500.561371,3342742
2016-11-04,510.125000,513.450012,500.000000,502.774994,491.566498,5273822
2016-11-07,507.000000,508.274994,499.524994,500.575012,489.415527,4345842
2016-11-08,502.850006,502.850006,499.149994,501.750000,490.564331,6140692
2016-11-09,475.000000,504.500000,465.000000,502.299988,491.102081,9893146
2016-11-10,509.299988,514.474976,503.500000,505.200012,493.937439,4463814
2016-11-11,498.924988,508.750000,497.549988,500.875000,489.708862,6754784
2016-11-15,498.250000,500.000000,489.774994,492.700012,481.716156,6623184
2016-11-16,497.500000,498.399994,490.350006,493.274994,482.278290,7566452
2016-11-17,493.000000,499.075012,487.200012,488.875000,477.976379,5773270
2016-11-18,492.500000,496.350006,491.000000,493.750000,482.742706,8303856
2016-11-21,493.774994,496.774994,491.600006,495.750000,484.698120,6049424
2016-11-22,498.850006,503.899994,496.649994,500.725006,489.562225,8067320
2016-11-23,502.500000,505.250000,499.774994,504.500000,493.253021,5992496
2016-11-24,502.774994,502.774994,491.100006,493.674988,482.669342,8646750
2016-11-25,495.000000,497.950012,492.174988,496.850006,485.773590,4779658
2016-11-28,496.500000,500.299988,492.049988,493.325012,482.327179,3800322
2016-11-29,494.500000,502.149994,494.024994,498.850006,487.729004,4519218
2016-11-30,499.975006,499.975006,493.325012,495.024994,483.989288,12616008
2016-12-01,500.000000,507.500000,497.500000,498.875000,487.753448,5773026
2016-12-02,497.950012,502.500000,495.899994,497.375000,486.286896,5706090
2016-12-05,497.500000,499.850006,493.250000,496.924988,485.846893,1822820
2016-12-06,498.000000,503.274994,497.299988,502.600006,491.395386,3075070
2016-12-07,502.000000,503.799988,498.174988,499.575012,488.437866,2254226
2016-12-08,502.524994,510.899994,502.174988,510.024994,498.654877,4000460
2016-12-09,511.000000,515.924988,510.149994,514.474976,503.005615,3766666
2016-12-12,510.250000,520.849976,510.250000,513.599976,502.150146,4125400
2016-12-13,514.000000,520.500000,513.775024,519.900024,508.309723,4738906
2016-12-14,519.900024,532.224976,519.099976,529.750000,517.940125,11035658
2016-12-15,526.200012,533.799988,524.325012,526.474976,514.738159,8837934
2016-12-16,526.000000,531.000000,526.000000,528.575012,516.791321,6831074
2016-12-19,527.500000,533.474976,527.174988,531.275024,519.431213,6861900
2016-12-20,527.349976,530.500000,526.575012,528.950012,517.157959,5343438
2016-12-21,530.049988,533.650024,528.599976,531.625000,519.773315,9311516
2016-12-22,529.000000,531.325012,525.474976,526.674988,514.933716,13208832
2016-12-23,526.000000,534.474976,526.000000,528.650024,516.864685,4692828
2016-12-26,527.174988,533.000000,522.325012,523.724976,512.049377,7004598
2016-12-27,523.924988,533.549988,523.500000,532.349976,520.482178,7974284
2016-12-28,533.950012,534.775024,523.549988,524.849976,513.149353,4405854
2016-12-29,525.000000,534.400024,524.750000,532.724976,520.848816,4010412
2016-12-30,532.400024,542.500000,531.549988,541.200012,529.134827,7182986
2017-01-02,542.000000,545.000000,536.174988,542.549988,530.454773,3244916
2017-01-03,544.924988,548.500000,540.549988,544.700012,532.556885,2941502
2017-01-04,546.450012,546.500000,532.150024,533.575012,521.679932,4751094
2017-01-05,535.500000,539.950012,534.375000,538.700012,526.690674,3992966
2017-01-06,537.099976,542.500000,536.549988,537.474976,525.492920,3586854
2017-01-09,538.500000,543.000000,535.500000,538.849976,526.837219,2390514
2017-01-10,540.000000,547.200012,540.000000,544.924988,532.776794,5188800
2017-01-11,547.500000,547.849976,542.000000,543.025024,530.919189,5246422
2017-01-12,543.500000,545.174988,539.900024,541.650024,529.574890,1998728
2017-01-13,542.275024,548.750000,542.275024,545.200012,533.045715,3307338
2017-01-16,544.974976,546.974976,536.974976,538.125000,526.128418,5492010
2017-01-17,532.500000,534.000000,519.250000,520.625000,509.018524,17936580
2017-01-18,521.299988,524.000000,514.375000,516.275024,504.765564,7254142
2017-01-19,517.575012,522.650024,515.500000,516.849976,505.327698,6987456
2017-01-20,516.974976,518.724976,511.950012,512.900024,501.465820,4016164
2017-01-23,510.899994,515.500000,506.399994,507.950012,496.626129,6267066
2017-01-24,508.500000,514.400024,508.500000,513.650024,502.199097,4306182
2017-01-25,516.000000,516.349976,508.075012,508.649994,497.310516,10906460
2017-01-27,510.125000,514.450012,509.500000,512.549988,501.123596,9994478
2017-01-30,512.474976,523.224976,512.400024,522.400024,510.754059,7167512
2017-01-31,523.424988,526.900024,520.150024,522.599976,510.949524,6914730
2017-02-01,523.049988,525.450012,517.599976,524.825012,513.124939,5171596
2017-02-02,525.000000,525.400024,519.125000,521.750000,510.118469,4159816
2017-02-03,523.000000,525.224976,515.049988,516.825012,505.303284,6043502
2017-02-06,518.500000,522.450012,516.025024,520.825012,509.214142,4567964
2017-02-07,521.000000,521.174988,513.599976,515.450012,503.958954,4528490
2017-02-08,515.450012,519.125000,511.000000,512.575012,501.148041,7420188
2017-02-09,514.000000,517.000000,513.400024,516.375000,504.863312,4508432
2017-02-10,517.500000,517.775024,512.775024,515.075012,503.592346,5723062
2017-02-13,516.500000,517.000000,511.000000,514.924988,503.445648,3915976
2017-02-14,517.500000,526.450012,514.950012,524.900024,513.198303,8340828
2017-02-15,526.450012,528.750000,522.625000,525.650024,513.931580,6965690
2017-02-16,526.275024,534.724976,526.275024,533.750000,521.850952,8985694
2017-02-17,533.250000,539.099976,529.224976,537.750000,525.761780,6787712
2017-02-20,535.275024,539.424988,533.250000,537.700012,525.712891,5326254
2017-02-21,537.599976,545.474976,536.525024,544.099976,531.970215,6485580
2017-02-22,546.500000,605.825012,546.000000,603.750000,590.290466,58207852
2017-02-23,606.799988,611.000000,589.674988,591.375000,578.191284,28458468
2017-02-27,595.250000,628.400024,595.174988,619.450012,605.640442,38137822
2017-02-28,616.000000,624.000000,614.250000,619.025024,605.224976,16509062
2017-03-01,620.049988,622.200012,615.000000,617.250000,603.489441,11148306
2017-03-02,618.950012,627.349976,613.525024,618.375000,604.589355,8258066
2017-03-03,620.775024,643.900024,620.775024,629.275024,615.246399,38541702
2017-03-06,634.500000,656.000000,632.625000,652.674988,638.124695,30504308
2017-03-07,659.424988,663.500000,648.075012,652.474976,637.929199,19233700
2017-03-08,653.849976,653.849976,643.049988,645.599976,631.207458,19812206
2017-03-09,645.000000,649.000000,640.750000,643.375000,629.032043,14215340
2017-03-10,645.125000,648.000000,630.599976,640.825012,626.538940,11331136
2017-03-14,659.375000,659.500000,642.625000,644.750000,630.376465,12693240
2017-03-15,645.525024,658.150024,645.200012,652.474976,637.929199,11021316
2017-03-16,655.000000,655.200012,646.799988,648.825012,634.360596,7279928
2017-03-17,654.000000,659.974976,649.025024,650.349976,635.851624,10390152
2017-03-20,653.000000,653.125000,639.174988,640.400024,626.123352,5883428
2017-03-21,641.099976,641.950012,629.650024,631.900024,617.812927,10330214
2017-03-22,626.000000,632.950012,623.275024,629.849976,615.808533,9276676
2017-03-23,631.575012,638.775024,629.000000,636.650024,622.456970,5398180
2017-03-24,637.049988,646.000000,634.224976,643.375000,629.032043,7443822
2017-03-27,635.549988,639.375000,623.599976,625.549988,611.604431,14836244
2017-03-28,629.000000,632.000000,621.049988,622.875000,608.989136,9923868
2017-03-29,625.849976,630.000000,616.674988,628.325012,614.317627,8651574
2017-03-30,627.500000,637.375000,626.500000,635.325012,621.161560,12737718
2017-03-31,633.000000,668.825012,633.000000,660.450012,645.726440,20751038
2017-04-03,671.000000,690.250000,668.525024,687.325012,672.002258,20520654
2017-04-05,697.599976,709.000000,690.049988,707.500000,691.727478,18434720
2017-04-06,704.500000,724.450012,701.099976,719.250000,703.215576,23142150
2017-04-07,710.650024,717.000000,701.275024,703.299988,687.621033,14572302
2017-04-10,705.000000,712.450012,688.650024,690.674988,675.277588,14066282
2017-04-11,693.924988,700.224976,685.049988,686.174988,670.877869,14743454
2017-04-12,691.400024,693.224976,675.575012,677.000000,661.907471,12548430
2017-04-13,677.000000,686.700012,673.674988,682.400024,667.187012,5812376
2017-04-17,682.500000,697.775024,682.500000,695.924988,680.410461,5411708
2017-04-18,699.974976,705.000000,683.500000,685.099976,669.826904,7322166
2017-04-19,684.500000,691.275024,678.775024,684.400024,669.142517,5290584
2017-04-20,689.500000,693.400024,682.049988,684.775024,669.509155,3837224
2017-04-21,690.250000,710.500000,689.275024,701.250000,685.616882,13820554
2017-04-24,704.525024,717.500000,700.099976,708.700012,692.900757,11663462
2017-04-25,730.000000,733.875000,713.049988,716.400024,700.429077,16807408
2017-04-26,717.500000,720.025024,701.299988,708.224976,692.436340,7663550
2017-04-27,708.500000,712.075012,701.099976,704.750000,689.038818,5747310
2017-04-28,704.875000,710.150024,695.500000,697.599976,682.048157,5416808
2017-05-02,701.000000,701.000000,683.150024,685.275024,669.997986,8499368
2017-05-03,688.450012,690.375000,682.500000,685.049988,669.778015,4343098
2017-05-04,687.500000,689.799988,677.025024,678.974976,663.838440,6567622
2017-05-05,680.799988,683.674988,662.500000,664.125000,649.319458,7131086
2017-05-08,665.000000,669.750000,659.174988,660.700012,645.970886,7345170
2017-05-09,662.000000,666.825012,660.125000,665.174988,650.346069,9649022
2017-05-10,667.400024,681.799988,665.325012,679.549988,664.400574,10471864
2017-05-11,682.049988,684.875000,675.825012,679.775024,664.620544,6301512
2017-05-12,680.025024,682.000000,672.025024,675.224976,660.171997,3439458
2017-05-15,678.200012,678.200012,666.750000,672.049988,657.067810,3080426
2017-05-16,673.025024,688.450012,670.500000,678.150024,663.031860,5785894
2017-05-17,676.500000,682.974976,673.875000,676.549988,661.467468,4500608
2017-05-18,670.125000,675.000000,662.049988,663.674988,648.879517,4475832
2017-05-19,666.500000,667.849976,655.000000,659.424988,644.724243,5857766
2017-05-22,663.250000,666.799988,657.599976,662.075012,647.315186,4023718
2017-05-23,662.849976,664.924988,651.000000,652.775024,638.222473,4216446
2017-05-24,653.750000,656.849976,647.549988,648.849976,634.384949,6549608
2017-05-25,650.000000,656.200012,648.224976,651.224976,636.707031,11850670
2017-05-26,651.974976,672.200012,650.000000,668.650024,653.743652,9797278
2017-05-29,668.500000,682.724976,667.799988,678.450012,663.325073,10982340
2017-05-30,677.950012,682.349976,674.250000,679.674988,664.522766,4415454
2017-05-31,683.500000,683.974976,667.900024,670.349976,655.405762,7508198
2017-06-01,666.349976,670.000000,661.500000,664.125000,649.319458,4358656
2017-06-02,667.500000,669.349976,658.500000,662.375000,647.608521,5255130
2017-06-05,663.125000,670.500000,657.924988,664.674988,649.857239,4953412
2017-06-06,666.974976,666.974976,655.500000,656.400024,641.766785,4384712
2017-06-07,655.599976,671.000000,654.500000,669.500000,654.574707,5119908
2017-06-08,670.000000,672.400024,664.025024,665.849976,651.005981,3613042
2017-06-09,672.549988,676.474976,665.500000,667.849976,652.961426,6325604
2017-06-12,663.275024,664.875000,658.500000,659.724976,645.017517,3855026
2017-06-13,660.299988,663.500000,655.500000,657.174988,642.524414,2754582
